"","project.ref","id","text","percentage","encodedText"
"12148","EP/M005178/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"12149","EP/F033613/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12150","EP/N02057X/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12151","EP/K037536/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12152","EP/M009688/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",30,"Catalysis+%26+surfaces"
"12153","EP/M009688/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",40,"Chem.+React.+Dyn.+%26+mechanisms"
"12154","EP/M009688/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"12155","EP/L000180/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"12156","EP/R031819/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",70,"Manufacturing"
"12157","EP/R031819/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",15,"Materials+Processing"
"12158","EP/R031819/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",15,"Materials+sciences"
"12159","EP/E043917/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",10,"Materials+Processing"
"12160","EP/E043917/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",55,"Materials+sciences"
"12161","EP/E043917/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",35,"Mechanical+Engineering"
"12162","EP/L006375/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12163","EP/S015884/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12164","EP/J010448/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",50,"Mechanical+Engineering"
"12165","EP/J010448/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",50,"Tools%2C+technologies+%26+methods"
"12166","EP/F048084/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"12167","EP/F048084/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",25,"Supercond%2C+magn.+%26quant.fluids"
"12168","EP/F048084/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",25,"Tools%2C+technologies+%26+methods"
"12169","EP/D073421/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",67,"Optics%2C+photonics+%26+lasers"
"12170","EP/D073421/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",33,"Supercond%2C+magn.+%26quant.fluids"
"12171","EP/F000774/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",40,"Management+%26+Business+Studies"
"12172","EP/F000774/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",60,"Systems+engineering"
"12173","EP/V034502/1","64564C94-AC7F-4056-903D-0AED107A359E","Education",0,"Education"
"12174","EP/V034502/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",0,"Medical+%26+health+interface"
"12175","EP/V034502/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"12176","EP/V034502/1","972C8509-5001-4523-9E10-7FA67E2F2E69","Visual arts",0,"Visual+arts"
"12177","EP/P024092/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",100,"Biomolecules+%26+biochemistry"
"12178","EP/D054621/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12179","EP/E003370/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",70,"Catalysis+%26+surfaces"
"12180","EP/E003370/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"12181","EP/L01162X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",80,"Info.+%26+commun.+Technol."
"12182","EP/R026084/1","5CBA14F4-F235-45B6-A9DD-5937D5C166CC","Electrical Engineering",40,"Electrical+Engineering"
"12183","EP/R026084/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",60,"Info.+%26+commun.+Technol."
"12184","EP/N020723/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"12185","EP/N020723/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",50,"Mathematical+sciences"
"12186","EP/T014733/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",25,"Manufacturing"
"12187","EP/T014733/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",30,"Materials+sciences"
"12188","EP/T014733/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",45,"Optics%2C+photonics+%26+lasers"
"12189","EP/E058337/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12190","EP/M018164/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",60,"Mechanical+Engineering"
"12191","EP/M018164/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",40,"Systems+engineering"
"12192","EP/J002224/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12193","EP/D038847/1","8C42F55F-1A1F-4ACE-B264-F6697518680A","Plasma physics",100,"Plasma+physics"
"12194","EP/I004564/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",60,"Mechanical+Engineering"
"12195","EP/I004564/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",40,"Process+engineering"
"12196","EP/S005005/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"12197","EP/M005607/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",40,"Materials+Processing"
"12198","EP/M005607/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",40,"Materials+sciences"
"12199","EP/M005607/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",20,"Mechanical+Engineering"
"12200","EP/P010059/1","8C42F55F-1A1F-4ACE-B264-F6697518680A","Plasma physics",100,"Plasma+physics"
"12201","DT/F00267X/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",60,"Medical+%26+health+interface"
"12202","DT/F00267X/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",40,"Optics%2C+photonics+%26+lasers"
"12203","EP/E006469/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12204","EP/F005792/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12205","EP/E017762/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"12206","EP/T01167X/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",100,"Process+engineering"
"12207","EP/D079047/1","5E9AA4EC-49E3-4D6A-B545-79DA07CE39E0","Management & Business Studies",100,"Management+%26+Business+Studies"
"12208","EP/K02311X/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",100,"Chemical+measurement"
"12209","EP/N028678/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"12210","EP/T023449/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",25,"Catalysis+%26+surfaces"
"12211","EP/T023449/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",25,"Materials+sciences"
"12212","EP/T023449/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",50,"Supercond%2C+magn.+%26quant.fluids"
"12213","EP/L025817/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12214","EP/I026959/1","1A1A6805-9DC4-4BCE-BC70-9F2AA4FD093B","Ecol, biodivers. & systematics",30,"Ecol%2C+biodivers.+%26+systematics"
"12215","EP/I026959/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",70,"Info.+%26+commun.+Technol."
"12216","EP/R034699/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"12217","EP/R004242/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"12218","EP/C545842/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",50,"Chem.+React.+Dyn.+%26+mechanisms"
"12219","EP/C545842/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"12220","EP/G035059/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12221","EP/I013113/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",100,"Tools%2C+technologies+%26+methods"
"12222","EP/F035411/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",20,"Materials+Processing"
"12223","EP/F035411/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",80,"Materials+sciences"
"12224","EP/F001711/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",80,"Civil+eng.+%26+built+environment"
"12225","EP/F001711/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",20,"Materials+sciences"
"12226","EP/P010105/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12227","EP/E015034/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12228","EP/K009915/1","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"12229","EP/T002166/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",85,"Biomolecules+%26+biochemistry"
"12230","EP/T002166/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",15,"Chemical+measurement"
"12231","EP/V051881/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12232","EP/E025498/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",70,"Mechanical+Engineering"
"12233","EP/E025498/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",30,"Tools%2C+technologies+%26+methods"
"12234","EP/P012698/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12235","EP/H015345/2","C087E953-30F3-4968-B0F3-D48A5998A2B4","Civil eng. & built environment",100,"Civil+eng.+%26+built+environment"
"12236","EP/N007743/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12237","EP/J012211/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",95,"Info.+%26+commun.+Technol."
"12238","EP/J012211/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",5,"Mechanical+Engineering"
"12239","EP/T00357X/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"12240","EP/N014391/1","AEB7EC61-1574-4583-8B00-BD32275F29A6","Complexity Science",20,"Complexity+Science"
"12241","EP/N014391/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",60,"Mathematical+sciences"
"12242","EP/N014391/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",20,"Medical+%26+health+interface"
"12243","EP/G028532/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",10,"Mathematical+sciences"
"12244","EP/G028532/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",90,"Medical+%26+health+interface"
"12245","EP/I018441/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12246","EP/E04087X/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"12247","EP/F008937/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",85,"Info.+%26+commun.+Technol."
"12248","EP/F008937/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",15,"Tools%2C+technologies+%26+methods"
"12249","EP/F02701X/1","97FC8337-8E84-46A6-ACF2-A6047DA8C582","Environmental Engineering",100,"Environmental+Engineering"
"12250","EP/P001130/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",65,"Mathematical+sciences"
"12251","EP/P001130/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",35,"Process+engineering"
"12252","EP/D033772/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12253","EP/H023135/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",75,"Info.+%26+commun.+Technol."
"12254","EP/H023135/1","B94A2498-60DA-4055-A957-686B6CB42654","Linguistics",25,"Linguistics"
"12255","EP/J016780/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",90,"Mathematical+sciences"
"12256","EP/J016780/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",10,"Tools%2C+technologies+%26+methods"
"12257","EP/V038249/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",100,"Mechanical+Engineering"
"12258","EP/V028456/1","5858EC49-4786-4440-8352-1AB0B6DC5F23","Psychology",0,"Psychology"
"12259","EP/V028456/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"12260","EP/V028456/1","ACFABADE-E54A-4FC7-B9F5-259A19D97CDB","Social Work",0,"Social+Work"
"12261","EP/M013707/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",20,"Energy"
"12262","EP/M013707/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",40,"Info.+%26+commun.+Technol."
"12263","EP/M013707/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",40,"Manufacturing"
"12264","EP/D057094/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",50,"Materials+Processing"
"12265","EP/D057094/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"12266","EP/M015688/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",85,"Info.+%26+commun.+Technol."
"12267","EP/M015688/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",5,"Mechanical+Engineering"
"12268","EP/M015688/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",10,"Tools%2C+technologies+%26+methods"
"12269","EP/S020411/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12270","EP/E010784/1","17F21DBC-4946-4262-AD07-9914F6EA12F7","Bioengineering",10,"Bioengineering"
"12271","EP/E010784/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",50,"Catalysis+%26+surfaces"
"12272","EP/E010784/1","99E0B904-CAB5-4511-AFB3-AA6D2B171F97","Process engineering",40,"Process+engineering"
"12273","EP/N006259/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12274","EP/S026371/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",100,"Medical+%26+health+interface"
"12275","EP/R032025/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"12276","EP/R032025/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",50,"Manufacturing"
"12277","EP/T02397X/1","5B25B6A3-B218-4F11-8A9D-661236DF455C","Agri-environmental science",0,"Agri-environmental+science"
"12278","EP/T02397X/1","EBACD6D4-D1E5-4970-8BEC-7F4568EB26BA","Development studies",0,"Development+studies"
"12279","EP/T02397X/1","5D762B83-597E-4E91-B2F7-04CBB955175C","Pol. sci. & internat. studies",0,"Pol.+sci.+%26+internat.+studies"
"12280","EP/T02397X/1","895D1683-DC4B-4292-BBC6-EC38672BFD10","RCUK Programmes",0,"RCUK+Programmes"
"12281","EP/T02397X/1","F0322ED6-113F-4530-BA5E-562216587E68","Sociology",0,"Sociology"
"12282","EP/N017641/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12283","EP/V01305X/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12284","EP/G050244/2","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12285","EP/M000508/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",100,"Optics%2C+photonics+%26+lasers"
"12286","EP/M014142/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12287","EP/S015418/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",50,"Chemical+measurement"
"12288","EP/S015418/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",50,"Info.+%26+commun.+Technol."
"12289","EP/V008692/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",90,"Energy"
"12290","EP/V008692/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",10,"Materials+sciences"
"12291","EP/P030181/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",85,"Info.+%26+commun.+Technol."
"12292","EP/P030181/1","FA25733D-A456-4A1B-9D5C-7119577368D9","Manufacturing",5,"Manufacturing"
"12293","EP/P030181/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",10,"Mechanical+Engineering"
"12294","EP/T030666/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",50,"Catalysis+%26+surfaces"
"12295","EP/T030666/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"12296","EP/G049394/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"12297","EP/K041053/1","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12298","EP/J010685/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"12299","TS/G002592/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12300","EP/C517814/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",25,"Chemical+measurement"
"12301","EP/C517814/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",75,"Materials+sciences"
"12302","EP/T028351/1","615BB43C-305A-47B9-B728-7A9BB0BBE1A4","Astronomy - observation",10,"Astronomy+-+observation"
"12303","EP/T028351/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",70,"Info.+%26+commun.+Technol."
"12304","EP/T028351/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",20,"Medical+%26+health+interface"
"12305","EP/G057516/1","53F27348-198B-4AEF-A34B-8307067F507C","Systems engineering",100,"Systems+engineering"
"12306","NS/A000043/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",50,"Biomolecules+%26+biochemistry"
"12307","NS/A000043/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"12308","EP/H019162/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",85,"Chemical+synthesis"
"12309","EP/H019162/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",15,"Info.+%26+commun.+Technol."
"12310","EP/R025118/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",50,"Mechanical+Engineering"
"12311","EP/K032046/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12312","EP/P510312/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12313","EP/R006172/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12314","EP/L027623/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",55,"Info.+%26+commun.+Technol."
"12315","EP/L027623/1","B94A2498-60DA-4055-A957-686B6CB42654","Linguistics",45,"Linguistics"
"12316","EP/I038713/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12317","EP/R013799/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",50,"Biomolecules+%26+biochemistry"
"12318","EP/R013799/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"12319","EP/R023220/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",80,"Tools%2C+technologies+%26+methods"
"12320","EP/S033181/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",10,"Chemical+synthesis"
"12321","EP/S033181/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",15,"Materials+sciences"
"12322","EP/S033181/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",75,"Supercond%2C+magn.+%26quant.fluids"
"12323","EP/T034068/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"12324","EP/F009062/2","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"12325","EP/F009062/2","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",50,"Materials+sciences"
"12326","EP/N023048/2","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",20,"Mechanical+Engineering"
"12327","EP/I011870/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",25,"Catalysis+%26+surfaces"
"12328","EP/I011870/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",25,"Chemical+measurement"
"12329","EP/I011870/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"12330","EP/E014585/1","F442B6BE-8B89-4C01-8D3B-E8A4D320B672","Biomolecules & biochemistry",50,"Biomolecules+%26+biochemistry"
"12331","EP/E014585/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",50,"Optics%2C+photonics+%26+lasers"
"12332","EP/S001638/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12333","EP/N004930/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",50,"Atomic+%26+molecular+physics"
"12334","EP/N004930/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",50,"Chem.+React.+Dyn.+%26+mechanisms"
"12335","EP/J007161/1","64596636-AE88-4F6E-A816-9C4C203E1197","Catalysis & surfaces",30,"Catalysis+%26+surfaces"
"12336","EP/J007161/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",20,"Chem.+React.+Dyn.+%26+mechanisms"
"12337","EP/J007161/1","863FC58A-7217-42EA-B076-663F2D770BB8","Chemical measurement",30,"Chemical+measurement"
"12338","EP/J007161/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",20,"Chemical+synthesis"
"12339","EP/E005152/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"12340","EP/F020767/1","97B14C81-E082-430E-BC8F-733274083163","Supercond, magn. &quant.fluids",100,"Supercond%2C+magn.+%26quant.fluids"
"12341","EP/E009670/2","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12342","EP/H031103/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",100,"Atomic+%26+molecular+physics"
"12343","EP/C548019/1","FB535BD0-E265-4C0A-8532-32DCB83A3951","Tools, technologies & methods",100,"Tools%2C+technologies+%26+methods"
"12344","EP/E054978/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",100,"Chemical+synthesis"
"12345","EP/D505712/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",15,"Info.+%26+commun.+Technol."
"12346","EP/D505712/1","D513F43E-F19D-4AB3-8E03-A47B085709AB","Materials Processing",15,"Materials+Processing"
"12347","EP/D505712/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",35,"Materials+sciences"
"12348","EP/D505712/1","9CD2DA3B-F052-4076-95ED-10F46E76C382","Optics, photonics & lasers",35,"Optics%2C+photonics+%26+lasers"
"12349","EP/N002539/1","EB5F16BB-2772-4DDE-BD6C-3B7A6914B64C","Info. & commun. Technol.",100,"Info.+%26+commun.+Technol."
"12350","EP/R021422/2","DEA11FBC-BEED-4EDD-890B-97D728462D26","Mathematical sciences",100,"Mathematical+sciences"
"12351","EP/G038295/1","772CD758-53CD-407F-9B2C-F2B861E86155","Mechanical Engineering",20,"Mechanical+Engineering"
"12352","EP/G038295/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",80,"Medical+%26+health+interface"
"12353","EP/P005950/1","F95121C7-7C31-40CE-BDBC-1E2BF025AEA6","Energy",100,"Energy"
"12354","EP/F026765/1","E847DD9B-2053-4BC7-97A9-4213B185C968","Materials sciences",100,"Materials+sciences"
"12355","EP/E027660/1","60EBB420-734E-4DB5-B0F2-65A1115A27F8","Chemical synthesis",50,"Chemical+synthesis"
"12356","EP/E027660/1","6723A70B-A523-40AB-9740-B6AD2A0677B7","Medical & health interface",50,"Medical+%26+health+interface"
"12357","EP/V049240/1","C88380A2-9C65-425D-B4FB-4E289FACB800","Atomic & molecular physics",40,"Atomic+%26+molecular+physics"
"12358","EP/V049240/1","666CC8F4-4525-49AF-91C1-5675E0C8ADDF","Chem. React. Dyn. & mechanisms",60,"Chem.+React.+Dyn.+%26+mechanisms"
